clean_text,label
na pehl tu apna photo dp rak phir bark kar kutt ki tarah chal bhag yaha bandhar kahika nan,negative
sir need ur bless wed anniversari wife sonia pranam aap ka ashirwad b,positive
cnbc aka sir ne cnbc ke pahel bol diya tha,neutral
nxt five year main india chang hone wala hai kyoki modi sarkar bht bda bdlav krne wali hai ye main ni hmare modi sir ka kehna hai nan,positive
uff kya act bholey ji apki kamaal krdya aisa koi actor hi nai abtk jo charactr k saat,positive
raand congress se v randwa rjd se buri tarah se haara vote denewal ko sadhuwad nan,neutral
dvn kalank theatr zafar aap ka hain charact love play epic love stori spoiler pleas,positive
bahut bahut badhai aap jais logo ke karan hi modi ji ko majboori mili hai isi tarah se,positive
sasti ghatya nashi kar k ye suwar samjhti trah ki bakwa kar k humein sasti public mil jaegi nan,negative
proud part brilliant commerci releas wc time great product team includ nan,positive
haha overr kisko bolt hain chuuuu pehl yeh pata kar bc ata pata kuchh nahi chale aat hain,negative
pogo launch new show kalarikid love enthusiasm littl one saw chhotabheem danc,positive
r k pakistani ais hi ki rote rhte hain uss time england ne pe kar diya tha allout iss baar bhi wohi umme hai nan,positive
want see loksabha s ok kanhaiya ji vichaar badleng desh badlega vidhyarthi,positive
wow tum red plain sare pahen na bahut cute lagegi red plain sare sleeveless blous look awasom nan,neutral
chaa ihav cheap ak cuz ak s fav weapon u wan battl win u give,positive
day day slogan proven true afghani bhagao mulk bachao nan,negative
wo elect ke liy badha ke btaya tha accpt bar elect commiss media ko bhi bewakoof bnaya h janta ke sath nan,negative
bemaar bhikhari kutta die dub stupid movi hindi wonder peopl tn,neutral
abp news saal se mon nahi bhara congress ko kost sawal kart ab tweet duwara mazaak uran aar,negative
evm hack ka bahana nhi chla pay ab fir ye saath nik slip ka le aay fir bhi ho gyi bye bye evmscand evm nan,neutral
dhan dhan satguru tera hi aasra papa g good morn pita g pledgeagainstcorrupt nan,positive
manmohan singh consid parti presid post ek chuppi hazaar baton se behtar hai uss badhiya udaharan nahi ho sakta nan,neutral
one india sabka saath sabka vika sabka visva,positive
ind prothom kolkata campaigncal media sangbad biswa bangla etc eisob chotokhato channel gulo dekho sudhu jai sree ram cholch nan,neutral
rohatgi tere maa baap ne bohat badhiya sikhaya hai certif batna sabko ki kaun kiska chamcha,negative
miss craze use bas koi kuch galat bold old memori,neutral
pm mumtaz bano hindu ko dhamki de rahi hai bengal hi nai pure desh hindu ka khoon garam ho chuka,positive
love u much absolut noth insecur bc ur uniqu ur way ok u,positive
ap beti hein apko beshak apni baap ki yaad ati hoo gi allah apko hosla dy pr certain apka baap ek,positive
thank support thank thank strongwitheliza samanthajayz angelmartin galiya,positive
rathe han gaand k keed cow meat kliy pehl se bnde convict h yeh log aur jb ban h teri maa ko khilan jaa rha tha nan,negative
proud moment ganjam student odisha aadarsh vidyalaya ganjam score,positive
pakvwi wi wicket se jeeta tha ajj wicket se jeet gya world cup hamara hai ye wali chawl koi na,positive
engr sir merey lye bahut khoshi ka maqam hoga agr ap ne muji repli kya love sir,neutral
love said ek raat ka lungi repli newgfkitalsshm nan,positive
pr ye oopr jo btaya wo surgeri ni h na nan,neutral
veri nice tamanna tamanna nice like nan,positive
apko deputi cm se minist chief kb bnaya ja rhaa h r wait nan,positive
vbk tera pichwada hai bc jb se modi ji jeet hai jali padi hai tabs pichwaad ki jagah muh se hag rahe ho nan,positive
shahid bahi wahab riaz ki bowl mein experi nahi sirf wide aur ball hi hain nan,negative
isko nikal dia tha world cup sayad ek banda call p aya bolta h india england australia ni ayga semifin nan,negative
pledgeagainstcorrupt good afternoon guru g bless us give us power sewa nan,positive
nice see glowup peopl mayhem congrat guy wohooo bbye tire year nan,positive
jitni media ne bjp ke liy prachar ki hai utna khud bjp ne bhi bjp ke liy nahi surgic strike,positive
siasat rawadari hai samajhta hai wo roza nahi rahta iftari sam nan,positive
patrag sab pahel tere gahr kanon lago kr kiyo ke teri faim pr tera kabo nahi,neutral
india arjun ji jai punrasar baba ki jai bikan rajasthan,neutral
doc saab bahut badhiya video banaya andher se much better hai nan,neutral
sari shairi tassali aur dilasay pay hi munhasir hoti hai warna shairi kyun karay koi agar pas ho kuch nan,positive
om gandhi ko ham isliy rastrapita mant hai kyu ki wo ahinsa vadi ye nahi hote aja,positive
wrong love soti naa nan,positive
samaj mai ye nahi aaraha ki kyun halat mai sudhaar nahi ho raha hai kyun karyawahi nahi ki ja rahi road per,positive
usko toh kejriw ne khud reject kar diya tha educ minist toh kejriw khud bana sakta tha raj,negative
chanda make gentl nice relat someon life kisi k sahar ki zarort parti ha nan,neutral
rahiy sex cool nikah ose phele kise ko hath laga ne ka bhi haq nai hai hume nan,positive
sub bakwa ha ye apni harkaton se baz nhi ayen ge kisi na kisi fault ko jawaz bana kr ye light band ra,negative
x cm shila dixet karn wale feku tum annaji ko b dhokha de diya nan,neutral
lekin itn kharab result se kuta bauna harami handsom suvar singh etc ka gussa,negative
valuetim valuelif pujya guru ji keht h ki jo insan samya ki kader kart h alasya nan,neutral
bsdkk dhruv tyagi ke bare main kitni bar muslim aatankwad bola tune vivek hatyakand ke bad teri zu,negative
bharat ka musalman hamesha secular govt k liy vote karta raha hai karta rahega haar jeet sikk k,positive
congress parti ne pehl se feku bhakt media ka agenda samaj liya hote ye chunav nhi hartefeku bhakt media ne fe,negative
ghoda ghaan se dosti kar lega khayega kya delhi sarkaar home ministri public ki na,negative
real tho tri pay loan introduc whopper loan make purchas bk app cha nan,neutral
ph watch btsatwembley make miss sighhh realli hope bts ph miss everyday guy nan,positive
come first man earlier incid ab ink naam se roti pel raha hai shame nan,negative
need branch ke student ki hai jisas digir india par forc diya ja sake aur corrupt bhi na ho mai shr,positive
aap pichla saal se media ka ghatna kramank ko rewind kark dekhiy jabbi vipaksh ne rule parti ke neeti ke baar,positive
aur bakwa karma aur tv per galat sandesh dena kam hua instead congressi neta aur kar,negative
desh aagh baad raha hai ye religion ke naam pe bakwa karna baand karo aur tumhar aap bhaiyon ko bhi shikhao nan,positive
khan m sad hear veeruji pass away pleasur privileg work veeruji amaz pe nan,positive
father son papa aaj main night studi ke liy jau ga kitn baje son baje tak haan nan,neutral
mohad ham log ko koe dukh nhi hay tumko hay pakistan ja nan,neutral
know s late comment tweet wan na say realli miss n,neutral
mp kamalnath govern ko vote diy ki employ milega pr month ho gye ghanta kuch ni hua na aagey kuch hoga nan,negative
rashid krishna tab tha jab tera allah peda bhi nahi hua,negative
show acha chalna chahiy peopl dont care kisko chanc diya kisko nhi jo main h kisliy hai entertain jyada krt,positive
team lathi goli ki sarkar nhi chalegi nhi chalegi,negative
chal har gaya ab sudhar ja ki fir se uncl ko harwayega tere jeson ki wajah,positive
pak,neutral
sapna erad untouch poverti sin life nan,positive
abu kute ki tarah bhonkta jb k ye farishta k cousin ka wo attitud jo tere jese,negative
respect pm modi jiii hamar odisha ka educ system ka daityo aparajita sadangi mam ko dene ke,neutral
kab k uth gye gulshan k karobar bhi chal pare fed dog dish left last night laundri go nan,negative
ff great weekend popat panju nan,positive
modi chor ko pta tha k evm set ho chuki h aur elect commiss ko inform kr diya gaya h k hme seat chahiy e,negative
sir congratul marvel victori seem one ever bother sev,negative
make sure becom bootlick exact way allah apk say se masoom ko bachay ameen nan,negative
pahl usko bulao jisn kaha tha notebandi fail hui ap mujh beech chaurah par phansi par latka dena nan,neutral
nh l n nh em g stay strong lalisa alway love alwaysstaywithlalisa,positive
hamsab milkar dhundh us teesr ko jo muslim jake hindu bnke aag lagata ya hindu jake muslim bnke aur dono,positive
chutiy ke lodo mna kisn kiya hai orgasm karn ko karo na bhosdi walo agar orgasm nhi ho,negative
miss beauti voic amjadsabrishahe allah un k darjaat buland far,neutral
harekrishna ke parliament elect hg modi ko koe gali nahi degaphir v modi hi jitega beta jara gali de ke dekh nan,positive
appn kabhi kisi shahid ke famili ko kabhi bulaya nahi oath ke liy kya comparison kar rahe,negative
happiest bday thanku bade bhaiya motiv make great content us nan,positive
loyal guy allah apko kushiyaan naseeb farmai bhai jan duaon yad rkhna nan,positive
correct yeh chatukar good meadiagovt k alway kisi bat nahi sunta boycott hona chahiy magar ye,neutral
kisi ki bhi hatya hona bahut galat hai per ashraf ji jab koi hindu ki maut hoti hai aap tweet ku nahi,neutral
megha aap sadi ke liy kayo tayar hui jab ki veer se aap bahut payar karti hai koi na koi baat,neutral
teri maa ki chut behen ke lode teri gand main jor h minut ke liy mil le tujh teri randi maa ke,negative
modi ji apko fr ek baar pm bann pr congrat hamar desh ke logo ne jo ye visva banaya hai apk uper visva ko,positive
bhai modi ji ko jeetna hi tha earli wait epic advrtsmnt seri mauka mauka,neutral
okkkk lovee one favourit person,positive
sir mai allahabad ald se sirathu,neutral
rubika gandi bata jo andar ko matri banya h bjp ne kya bayan deya h sali haramkhor terei chod,negative
ravi shankar ji namaskar wais sabhi jatiyo ne aapko vote diya kuchh ne nahi diya parantu kayasth ne,negative
jini zindgi guzri jini baki sari ty lant beshumar,neutral
like zhoom barabar jhoom movi friend nan,negative
wajah se khatana mai bahut jam kah gaya tha waha polic sahi se duti nahi kar rahi th,negative
today bday murshid may allah give great health work muslim ummah allah unka,positive
listen bhenchod pyaara bachha im fuck happi final gf omg love ill text nan,negative
sir kya apka sharkar aan ke bad bhi muslim safe nhi hain madhay pardesh may ko jo video aaya,neutral
bjp garibo ki parti think everyon congress kisi ki bhi parti nahi think self nan,positive
meri life mae aik ap apa ke brday ka din ais hota hae js ka muja bht intazar hota ha bcz nan,positive
naa hum bhult khuda ko naa unhko jo hume allah gift mile unko bhuln wali galiya hum chor aay pich,neutral
tumhari marzi chhor twitter yehi agar facebook hota na toh tum log chhorn ka socht tak nhi p,neutral
swami ji karmo ka fal jaroor milta hai chinta na kare apn acch karm kiy apna dha,positive
bro aghar tera dost hota team phir possibl tha umer akmal p nan,neutral
bear krishna zoo bear bhai tumara har jagah se kaat gaya hai keep calm start prepar good luck nan,positive
bam happi uncl fine hamar bb ke pita ji hey aais hi thodi bimar rehet strong hey uncl nan,positive
look great stay way jatayuplywoodvisva ka prateek plywood wood plywoodfurnitur woodwork,positive
tum logo ki terah pakistam k logo ka paisa chori ker k harap ker k baher flat mehal nahi khareeday,negative
jio ki wajah see log ki waat lgi padi hai choro ab apna profit custom ka paisa chura k nikal rhe ho ghatiya,negative
constru tum sabn modi ko vote kyu diya tumh meri naukri ki koi chinta nahi meri,negative
haha bomb tree broad day light ask command jo us waqat,neutral
one last report trip runwal pick strawberri mendozamartha right fun b nan,neutral
exclus censor report bharat world class word like movi year best perform sunney ko miley ev nan,positive
say gaya hear gautam buddha,neutral
sarfraz khaan aap hamar haqeeqi hero ho aap ne pakistan kay ley apna gar bar dos nan,positive
aiiiii mera chhotu bacha love ador much mini seem distant week back,positive
dede pyaar de super hit wht ever want bark th movi cr club nan,positive
dear nakko thank best part life thank alway know love hug,positive
n meet love life dear nan,positive
pain yako mar jao api lar lar ke wo kuti ke bachi hamr dushman tu chata ye k ye larn api,negative
yeh desh mein tadi par bhi home minist banta hai aur ek pm,negative
tu bhi laat khayeg ek din ab elect aan waala hain sudhar jaa nahi ab teri gaand mein,negative
wow bhai aap dono bahut ach lagt ho pls aap dono se request hai shaadi kar lo nice coupl,positive
welfarebydssvolunt dhan dhan satguru tera hi aasra good morn dear papa ji beti ka kaam shuru nan,positive
ki rightwing ne itni li hae ki bechar ka gussa jayaz hae frustrat soul nan,positive
bc like kark chodh de nan,negative
modi ji aaj utthey modi ji ne signatur karey modi ji ne aaj saf kurta pyjama pehna gon na b sick,neutral
bhale teri english thori kachi ha per realli proud bro sarfarazahm,positive
warrior bangesh umair guy,neutral
bjp ko vote muslim mahilaon n purushon ne diy jinko yojnaon ka fayda milaya modi nan,neutral
becaus hind isnt indic vand mataram better though jai shri ram anoth emot,neutral
say han na ghr nae tha sb ko peh best escap point tha nan,positive
arey bhau iss bar budget kaam hain na lonavla se direct goregaon filmciti mein set laga hain nan,positive
well done sabir bhai bilkul theak kha app na hamian pakistan main app kasay hi anker chaiya jin ka,neutral
k miss youuu know see later kraaa ok miss youuuu nan,neutral
bahut bahut subhkamna narendramodi sir hum yuva ko aps yahi ummid hai ki ap humar desh ke ujjaw,positive
rahul ji aapka bahut bahut dhanay wad aap congr precid hai aap bahut mehanat kiy good per aap,positive
rassi jal gayi par bal nahi gayi evm par jor nahi chala patrakar ke kapd utaro kuch karna hai,negative
true yaaaar load disappoint countri turn ye aisi ch,negative
special appeal defeat bjp give anyth like hopeschem etc chutiya kya kam hai desh mein hain nan,positive
kaoj hmb tiy bie abdallah disagre tunda ba money ritual z nan,neutral
yaar ye kesi demand ker rahay hou itni mushkil sey manaya hai larkay ko nashay lanay pay nan,neutral
allah say night al qadar better thousand month may allah forgiv famili fulfi,positive
maam apko ink jese logo ko jawab nahi dena chay kyu ki inhon humesa aurto ko burkh rk,negative
happi birthday ador remark human earth love happybirthdayjenniferwinget nan,positive
sir rajasthan ki sari recruit process band kark kau berozgaro ko pareshan kar rahe ho,negative
yahi sb kro hmare desh ke yuvao ko berojgar krke bjp wale ye postman ka kaam de diy hai sa,negative
jo modi ji pe ung utha rahe unh bata du ye pich sarkar ka paap agar abhi convinc nahi hue ne,neutral
sharma bsdk nahi bc koh tumn hamar wali gali seekh li nan,negative
tumhar jaisa besharm ko jab jaanta ne chun tab v hume itna hi dukh hua tha visashyak chuna tha delh,neutral
dead apun ka naam aa giya akhbaar mein much happi uff nan,neutral
wish best jiii,positive
willi love guy alway see without makeup think cute go date like boom yeah nan,positive
jaan bojh kar nahi haar wc ka apna pressur hota hai haarn ka matlab ye nahi k ga,positive
navjot singh sidhhu ji aapki life itni achhi ja rahi thi aapk commentari ki tarif pura desh karta tha kapil,positive
sharma rofl chai iaf nan,neutral
offic prash deepika snehal,neutral
v mr feel nan,neutral
join us first final friday yoga class book use link bio love see,neutral
menaka gandhi rahul rajneeti bachhon ka khel nahi hai hum congress mukt bhart ki taraf badh rahe hain gaadi nan,positive
ali bahi jesi hi jawan ki waja sy armi par jan deni ko dil krta ha ka kabi nai dekha eid jo,positive
kya kahun tumhar baray tu meri jaan hr vheez mein haath agi hai love namjooni nan,positive
ind kitna murkh banavog janta ko varso se public ko dharm karam ke naam pr murkh banat rahe ho mish,negative
aur haan bhadw yeh sun main vote nahi diya thaa main de hi nahi sakta par sach,negative
muslim tustikarad hindu virodbhrashtachar public ko bevkuf samajhkar safe jhuthbharat ki sbhya,neutral
fake news coz yrf itni badi galti ni krga shahrukhkhan ko ab action psnd nhi krgi audi,neutral
aplogo ne betetctet walo ka majak banakar,negative
tyagi happi birthday aditi tyagi ji bhagvan se prathna karta hu ke apka khudka channel khul jay aur pura di,neutral
sarkar ko koi kos nhi rha hai ye fe,negative
bapa ki veen aap sab ko mubarak ho humari mubabbat bapa se aur barh jaati hai jb hum mure e kamil nigran e shoo,neutral
chub ne kutt ki awlaad tere baap ka nahi hai sale yah india tu ja nepal ag,negative
kisi ko mohabbat se dekhna sawaab hai na haan g toh phir mujh sawaab kamaan na year ol,positive
ratia wais gulami ka asli wajah sangh wale nahi batat hong woh hai aapsi dushman,negative
lagta ap old age b cross kr chuki han nan,neutral
jb tk ais chutiy rheng bharat aag nhi badh skta saal cast ko apn pichhwad daal lo,negative
killer sunoo nt know whether s correct news wrong pubg tou mein nai final sai kafi pehlay chor di thi nan,neutral
mani thank kind wish lallu ji nan,positive
owaisi sahab mil ke modi ji se issu haal karn ki koshish kare aap aachr insan lag,positive
beast usk perosn problem h khelna kheln differ h agr whi wc perform nhi kr pata,neutral
pick weekend anthoni smith volkan oezdimir jimi manuwa chris fishgold damir hadzov sung bin jo serg,neutral
aksebdkrak neta congress committe ke meat sabhi member ko nay post mileg congress aag badt javo nan,neutral
trah ki chawalon se sirf maryam safdar ki calibri hi khush hoskti h,neutral
bahot bahot badhai nation pm term sir jee nan,neutral
music life thank chhote ustad salman ali post instagram stori today,neutral
amethi bjp ka ek pilla mara bjp k neta aur kutti media esko ais dhika rahi thi jais koi cm pm mer gaya hol,negative
allah dont worri ramadan time hamari dua allah qubul karthi hon main dua karti hun appki nan,positive
rahn veri nice ane kill shotlock hard boss congrat nan,positive
sharma tu sharif ladki ho ke aisa copi past karti hai ye koi bhi femal ladi ko shobha nahi deta aur,negative
ricardo pat n philip mario ndez mariochalatetorr el chepe ardin nan,neutral
org ye dadoo charger ko koi ye batay ke jo banda chay ke sath biscuit nahi deta,neutral
still far better mms govt u r connect number economi u share,neutral
gaddar loag bhi ajib hote hain khate hain ghar ki aur help kart hain padoshi ki ye abdulla mehbuba consress ki paidaish hai nan,negative
maker oho ktna pyara lag rha nazr nae marna oye ab,negative
didi zyada chota nahi ho gaya aapka ted talk tho serious guy leav fuck alon nan,positive
exe ntf ek hi toh dil hai asit bhai kitni baar jitog nan,positive
amen great job thank beaten good,positive
youtub view ko vote samjhn wale agar bar nahi jita kabhi nahi jitega bharat,negative
hi brook store usual substitut line main thing sell,negative
hi dear indira india sach nice person appreci averi bodi wo,positive
chahe seat samajh lo ya ink dwara kiy hue ghotal,negative
receiv time power women award categori bureaucraci th may dedic award colleagu ar nan,neutral
phir bhi dmk jaisi anti hindu parti ko vote kart hai nan,negative
inta goal achiev karl ism hi bharat ki naiya kuchh paar ho jayegi ab gods ka jikr nahi karna sachhai kisi ki mohtaj nahi hoti nan,negative
insan insan insan happi birthday insan sister ji papa ji aapko nan,neutral
hooo ggod pleas tell im fan incred nan,neutral
nice congratul mam desh aapko rakh aag nan,positive
like egg hate banana nan,positive
attent godi media sal tak gae gobar hindu muslim talaq etc pe dabat ker ker desh ka kiya bhala kiy,positive
total understand usual pretti done sona well know,neutral
kyu congress aur sp ke spokesperson nahi arah hai polit se cricket agay nan,neutral
shayad shair jink dil acch hote hai unki kismat kharaab hoti hai hume kissi se koi shikaayat nahi shaya,neutral
love continu inspir peopl alway rememb alway f,positive
khud sharda chitfund ki ghotal ki pramukh waiti hain duaro ko daket bolti hain khud c,negative
